review_id,title_translated,content_translated
742d77e2ce122f13363b21e1ce637f7e,open packaging,"Open packaging. It takes more than 1 month to receive the goods. Do not buy from this store.lannister PLEASE POST THE NEGATIVE COMMENT, BECAUSE WHEN I RECOMMEND THE STORE YOU POST, OTHERWISE THEY DON'T"
108195606e37780c4335f0725c4c7e3e,Not recommended,Delivery delay.
62b6272a0ac528d7879a85da1075ceb6,Smart watch,The product corresponds to the ad. Approved
3f81fe3160dceda55458faee6572581a,Very useful!,Wonderful I just got more space in my closet!
26fe2927b889c7b4eb94c0dbfcc5c25d,Great I loved it,"very good reliable
The product arrived perfect without any defect with the right measurements
Arrived 1 week ahead of schedule
highly recommend"
9fe347507e7601e22cc0e4348f54a556,Excellent store and product,"Ease of purchase on the website and fast delivery, product meets expectations. I recommend"
cf92c3a3609fb8f38d51af5740493ce6,,
03f7b4d427b9c0308b80826929d53f00,Very fast delivery,Very good product.
bb25bfa4fb74be2ed7c1525db49394df,I RECOMMEND,The quilt is very pretty and stands out well on the bed.
a92ff583018978f811ce3059af6d3e9d,Good.,I liked it but I won't be there.
2c4618586eced518eb292cd6223a6cb2,Excellent Supplier,"I received the product ahead of schedule and with a defect caused by transport. However, the supplier was super attentive sending a new product that arrived super fast."
72bfa12277357444b874425ec8565963,Failed to translate,Failed to translate
504f63ec8702b40351d31faaeec10149,targaryen,"Fast delivery, correct product. Good packaging."
014295912d0bb13c6cbb868e17746d1e,Original product,Product with authenticity tag.
1ca1019409a1861dd9e0b15f0c9a5622,Great,I am satisfied
6d1f8981d8d9876a392015350e52f1be,Perfect!,"Great quality product, well packaged and delivered on time"
cb2f20d0df15620e2d765c955267b6d0,Good,Missing 2 screws on the back of the chair
2a5d8aa8400226de3ceb5bb61fc79fc5,dish towel,"It looks good, I need to use it to evaluate it better"
e8671beba34e70a94bdf668e2d61e01a,VERY GOOD,The product arrived well before the established deadline. everything just the way I wanted it.
2a1980ba51cd9b56eabe253551f0f5f4,highly recommend,"Product as advertised, super fast delivery"
bb3dfa71aa291ae1fb76b6401b0cfd02,I recommend,My son loved it.
f85b396f89cd989986f91a34ebc52248,I DO NOT RECOMMEND,"THE PRODUCT I ORDERED DOES NOT CORRESPOND TO WHAT WAS DELIVERED, TOTALLY DIFFERENT."
0b0f44daa70755caf4883dc0a300b19e,highly recommend,"very good product...
great service, delivery on time.
 I am very satisfied....."
39cb7a4c21051931fbc721ea27067a0d,perfect wallet,"Perfect for everyday use! Good finish, I bought it for my husband and he liked it a lot!"
4eec4eea9d10d7dcfb50022b18eb951d,Failed to translate,very good
d29714094316dd184bf0d14d801c41e9,OK,"Too bad I didn't see the measurements of the product.
Didn't meet expectations. Very small product."
144f50ded29803620237e19528911ce5,I recommend,"I received it on time, and the goods without defect."
97746701c6c8f96f0fdd7375f69d12a9,Great,"I really liked. As they didn't have the color chosen in the sale, they sent a Whatsapp message asking if they accepted other colors. They were very helpful and respectful."
7d86517626cb4c964698a945af493f18,missing product,"I only received the kit with pillow covers, I did not receive the sheet cover."
3c8359378a4b078660f5345d8a543c9b,I do not recommend,"I always bought at Lannister Stores because the delivery was fast and this time I didn't even receive the goods. I would like you to take action regarding this partner, so as not to denigrate the image of Lojas Ameri"
216f51c018d208ed006dd6d73367552b,model error,"I would like to ask for an exchange of the product, because they sent the model around."
528f6263b85f98a712685846a79ee2f5,Excellent!,"Super fast delivery, beautiful packaging and the product is impeccable!! I loved it... I highly recommend it!!!!"
b983079b8107c89a10f9a7c373d24c73,Excellent,"I always buy from Lannister and I have nothing to complain about, everything is perfect."
173ab4be7374b3b046444054b1db5b7e,Excellent,The order was delivered much earlier than the established deadline. highly recommend
966c80e518d2577b1a7cdcfe8ca7197d,I haven't received this item yet,I did not receive the LED lamp
f1e4c2d43748a4d40d67f524575eaacd,Perfect and agile delivery!!,Very well packaged and on time.
a311aa746629294907d39d46d204cf67,highly recommend,perfect
bf4a50b3996a23e671e771ffb9ebbc49,I do not recommend,"I received the wrong product, I would like to return it, and I want my money back."
066811f126cdc9424dbe2e522efb096a,I recommend,Very good it was delivered before the deadline
9952924c656ad15a6ebaa2f65ecdbac2,Very fast,It arrived well before expected.
abea776e9318ae035b3ae794fabd882a,Wonder!,I loved! Thanks!
df026ad030bc1be6db733a50a1e44598,PRODUCT DELIVERED,THIS PRODUCT CAME BROKEN I WANT ANOTHER
1d0278be60e3bf8a07b6a9a425e3fdda,Product delivered,"All right, except some information in the product characteristics does not apply"
528d503842019dacd55c290bb0257056,excellent purchase,Everything came right and the delivery was well before the deadline.
55765c77e99a5b4bfe0d1a68527e0e49,I had to go get it in color,"I bought it online, but they didn't deliver to my house. I had to pick it up at the post office, I hated it, I don't recommend it because I didn't have the convenience of receiving it at home."
0dc11ebef59af378932b210d8f6471dd,Fast delivery,Good delivered before the deadline.
f62660434e2122cff50845f16c0cfb4f,"Fast delivery, product failure","The product arrived quickly, however the chair backrest arm was installed backwards. I had to take it apart and put it back together to get the product to fit properly.
There was no manual for this."
c451c3bf55de41cc3f1013c8d5f3b2a0,Good,He could be more sure it gets a little crooked.
698aa6627638f0f22c2da4e6c2e299a6,exceeded expectations,Excellent service quality delivery whimsical attention careful I will continue shopping with the company congratulations for captivating customers I will recommend it I loved it
88eb425afd7bdefa497d6c536f26e964,I recommend,"Delivery before the expected date, I loved the product."
c7604353a81cf5762ecf7f7bf5b3c432,Highly recommended.,"Great buy. Product delivered on time.
I am only very offended by the tax charged by governments."
13a52471ffd2d0f878e300cf329f53a0,Failed to translate,Very good I ordered one type of towel and received another.
5a4083cb483e66fd62ace45ae023b2d1,different from the photo,"Good morning, the product has different packaging from the photo, but I confirmed it with my friend and she said it was the same. Then they could update the photo.
As for the product it is EXCELLENT"
6462f6fb66846e9ba076c54e6f6219fb,delivery without information,"Despite the store's products being at a good cost, the delivery time and the lack of information for the customer about the progress of the order, leaves much to be desired. Unfortunately I do not recommend it to others."
f579ac129ec53ea72326c63a0607be3a,Good,Cheap but the product could be better
09db4c326e7158211d66b9f994542274,PRODUCT NOT DELIVERED,I would like to know why the product was not delivered. I would like a solution
12af03f8a4351bd38ad659962bede6bb,I didn't receive the product,I need a position. Until now I have not received the product.
06ff571fa5817459b819a9a9c150b6ba,unsatisfied,"I did not receive the product as pictured in the ad, I have already requested a return and I am still waiting for a response.
I was not satisfied with this product which is inferior to the ad photo"
d7b8cf45decaec30b4a8f0a9516fbe06,Good,The product arrived in perfect condition and before the established deadline. The product is good and met my expectations
f4e75984185ea0bb9abfc18af71ceb4d,order,"My order says it has already been delivered, but I haven't received anything yet."
cb2a68d5c4811508e521dd39ad759fc9,good,good product
715a305af64e2878ef20804749cb0f19,highly recommend,highly recommend
de4bbc248a2afac157bd615103c50362,Very practical!,"All right, great product and well finished."
f9b22805fa0c6db3d99ad0400b0ffc91,I recommend,Product delivered on time as requested.
10260e75b1f8987f5950c71f4709fe87,I haven't ridden yet,"As described in the review, I haven't assembled it yet but I opened the package that came very well packaged to see the color and it's exactly what I asked for"
0cd8c4dd39e6310dfa27f868c25acd9a,highly recommend,Punctuality!
3f9711b1b0956019d81a79704e99fd40,Wonderful..,I buy for a long time at Lannister and the products always arrive well before the deadline and are of great quality
0ca42572dd9381a31beee12710854acd,HIGHLY RECOMMEND,Very useful product and great quality
a9edcd54503e0d93d2929749a446c787,Very good,My daughter loved the toy... the deadline was obeyed...
e0aa6b4d7525226053c91868570c9c46,Very good,Very small ideal to take in the car
0e618d8c3d0df9f16096c3bae6c1a179,353454t,t4354t4t
7d4fd4573e08d715794532862af7b3dc,great,"great store, correct product delivered on time, excellent"
ecb4985423d45baa136756279b4098dc,Perfect,I received the product before the deadline they gave me and it came just as advertised
79d0021025a0a6de8056659254abd92e,Very good,Very good arrived on time I recommend very good product ...
8bc9fb295d745a41d21ce576d5cd3a9a,I recommend,product delivered on time and as chosen.
aef5f930ed78356fd413f80352b739d5,NOT DELIVERED,NO INFORMATION ABOUT THE WHERE
dc0bbe1266b8ee1467e1d1a0e0ea72a8,Bia,Good
4979200830719dc83982ecd7d6d83888,I do not recommend,"I did not receive the complete product.. out of 6 cups, 4 were missing... I await a response"
199230aa533406b9564ad1ce09fe0f4c,not the best brand,"I have another sling from another brand with much softer, malleable and pleasant fabric"
acf18126190806b1d5536a53247c0977,Great,"Great product and the delivery time was met, I recommend"
5f557ea8fa3141e9ea66567d77405f71,all quiet,"everything within the normality of sale, purchase and delivery."
8860d5792c54c50899e0c7a935c7b2a8,great product,This chair is beautiful and comfortable...
6a72eedeeefe27cf71d344fdf29e671b,All very well,"Very good product, everything right on my PS4, I recommend it."
9893076663b9c765404b5cc6bc3f7672,Good,Product delivered as per expectations.
615e989e6bc18dad5bdfcd552510a503,I recommend,"excellent purchase, great service, great product."
00f4e871aa4c212a739df433c74353f9,Great!!,Product arrived on time and was exactly what I was looking for.
6c2f8602dee8d39c564cbbb21c98ab65,Grade 10,Product delivered on time. And the service is always excellent.
0ed80ee111ac6d1aa9092f883696cfc0,Delivery,"The table, even though it is small, is beautiful and served me well. As for the delivery, I had problems with the post office carrier, but it was resolved."
65f495177ca44a579a05fa928d11369e,Fast delivery,Product arrived fast.
8dcad83a84549a0c2425a31db0632d1c,order arrived very fast,"It arrived in a week, the deadline was a month or more, because on cup game days it would not be counted as working days, I was very satisfied with the speed.very good."
859a6920a529cef6b9c13e27e1a776fe,Worst purchase I've ever made,"Street vendor product... 100% Paraguay
Worst purchase I've ever made online.
Ad does not match the product.

I want to return..."
9ceb5bb3235a4cc8358bc36f459b8129,Average,I did not receive the color that was in the ad
e64eac1208b113121a3a3b095e87201e,very good!,"Great product, delivered ahead of time!"
9560f84a0435105a52c3d6b601e34a1e,Excellent,Very good heats up fast
a5c1f7f3a1e5db293b872b335b58b877,Fabric too weak;,"I bought a double bed set in silver silk. The color came correct, however the workmanship is of low category. Loose and frayed seams; poor quality. I do not recommend ! Wouldn't buy again. Terrible!"
8a90511249a72061a421c9bbb7a6f45f,I received different product,I received a product different from what I ordered and I am not being assisted in this regard!
a64093c66672083c65051fc362ba3016,notebook charger,Unfortunately none of the pins worked for my notebook
d893c91bbe3a17088ad854621e32f40e,Arrived much earlier than expected,Before the deadline and all ok. I will buy again
e1d03695db567794b3e4929fa191bf2e,My purchase.,This backpack is very good as written and everything. This product is really good! But the box came half open and was torn too. I only accepted it because I checked if the backpack was inside MSM.
a0a179bbfab321b3c8fb25c6d9a55c3e,Good,Good
23758050f154ae6a43209c65bf5f318c,I really liked,"I loved it, as in the photo"
7362982c01db4833c2b22ccef6145c5b,"Super recommended, indeed","What I found interesting was the delivery time that I was told: I was supposed to have received the product within a month, but 10 days were enough. Great!"
2c4c8b5eb110048726e0830f2cdde68c,Good very good.,"The product arrived as expected, excellent."
75a57717d1bab57f24eab4b3c638438b,I recommend,Product delivered fast and as specified
b9787ea6385fee0d5336537995f0cb22,Good,"The print is very beautiful, the bed for the puppy too. The fabric could be a little better. But, I'm satisfied."
f73be9609b8b73852d158aa8da370290,Excellent,"I was very pleased that it was delivered before the specified date.
Very good!!!"
412f9b841d885566b851a2d8861d2b4a,Past delivery deadline,"Irresponsibility, I'm waiting for a product that the deadline was until the 14th, I'm dissatisfied."
eeb32600295c6d9ecfce01e26b6f112d,Excellent,Product arrived well packaged and well before delivery date. Excellent service. I recommend.
4c840fd65b7691d5c8f0fbb017bbd0d4,Very fast delivery,Product delivered quickly and as advertised.
f9d191b94233fcce48e1ad52ee195041,Everything is OK,Everything arrived safely and on time!!
ae68a88d338e29c3cc10fd9f8b2d8bef,Excellent,Excellent quality product and was delivered ahead of schedule.
0e230ff7e0722f1288912e0ef63d5d18,I liked,"I recommend buying from Lannister, as it is fast and reliable."
61a597b070ac07d623109c987e117db7,I recommend,Everything went as scheduled.
d0fadb47f78b9869c8b8704d19d53ddd,Terrible,"The Lannister store is a reference in the delivery of its products, I always buy and receive them much earlier than the deadline, but I do not recommend this partner."
dcd41b96511ed9e7e9ca2c15e76fb419,Cool,Very good
92d481cb4d10c321c83f3e92333c2522,Purchase cancellation,Since the 15th of August I requested the cancellation of the purchase in question and to date I have not received a response.
2518803238cabbf63564593e4a8fc52d,no product,"I have not received the product. Therefore, I cannot comment on it. As for the store, it leaves something to be desired in terms of deadlines."
2e3a7d7f1689518f77eeb130dbd7a1a9,"Good salesman, I recommend","Excellent seller, super punctual, delivered even before the deadline."
9b1e2c9d0d236f106bed5169a8cde33f,Product delivery,Lack of attention and respect for customer
5683a7ab773b86997d721db935349af7,do not deliver product,"I went to Lannister stores to buy on the Lannister website thinking it was safe, a mere mistake, they sent me a package with a note, I don't know if it's real, the product didn't come and I paid cash."
c971fe4a87c2590b6d86843fa8fad049,Very good,The product arrived before the scheduled date 👏👏
10e96adf37dbe8894423c036be509570,Excellent,"They could outsource the deliveries, because my order was sent through the post office. I don't know they already are. Thanks."
6948ba65186e4dfa0d7c2dfa3ca6b8b6,highly recommended,"I received the product in perfect condition, as I needed and expected, in addition to arriving before the deadline, super recommended."
4690abc42238ab911881ab9316768f1b,OK,Everything went well and arrived ahead of schedule.
dc9f9fe5aa92c67a8b1457ed0b2111d1,repentance,"I requested the cancellation before delivery, I want to exercise my right of repentance, return the product and get my money back. The stark website makes the process difficult and no SAC"
03d01163e7470ebe4c2b716797bda088,Lack of commitment,"As specified in the order, I requested the white and purple chair and I receive an invoice with the white and purple chair, it is the white and purple product, so my choice was worthless...."
1923b805ad2cf4b505fd86c362c80f37,I didn't receive the product,"I didn't receive the product, the website could show where the product is."
8aa72f067d2395c44ebc9357ffa1247b,Excellent,"Product arrived ahead of schedule, even with the strike, great quality, and easy to apply. I recommend."
c51c6bc140bde6714a903fc2f95b2e9e,Only delivered one,"Enter only one unit of the spray when it was purchased, two units are paid. The invoice contains two units. I need to be reimbursed for the value of 1 unit of the spray."
157d0b0e4295ddb2258d4fe07a83aca7,Very good,It arrived quickly and as I ordered.
3a2abb81c059c78ad23c8dd8a1f115fd,Excellent,"Excellent store. Very good, thank you"
5cd5891cb99db28537507ab1d3b29117,Good,Always buy I never had a problem I will buy whenever I have something I like
0425ce837817cd89c2bc5e6f005e9d8f,I recommend,everything arrived right and the product is very good
e376bb36a1fdf1a2b1311a3d47287a5a,GOOD DELIVERY,"I didn't like the product, because it's too big, but it's of great quality, it's just not what I was looking for..."
1dbb43e90f96a0a4087e54345152167d,lannister show!@,Great product very practical
db3f20404c7567bcac849a7f136ee372,highly recommended,"The only thing that didn't come in the package was the mg of each capsule.
If you can let me know I'll be grateful.
Elizane Azzi"
cbcf2a1320e9b77b86e56e8b7db3dc70,Excellent,Great value for money!! Super easy to assemble. It seemed fragile but so far it is fulfilling what it promises.
532bd7f1a84d53519ee94e47a8fdd5ba,wagner,100%
9b3befcbcf41e8c3017ff0df7de79b8d,good,OK
6e47be61ba0c7c23dcbbeb93b36c4d39,Very good,Delivered on time and in one piece
54e31529c7eba933035f1e4aaf02d7e7,highly recommend,"Service with agility, especially in clearing doubts about the product. The delivery before the deadline, I was very satisfied with the product."
ccdf4cfeea5c99a2e315ff59a4dfe2cf,Excellent,on time
002155c71462b955916f9e3c1df7d376,I recommend,I was very pleased.
ad12d1ba613643e7628768d0c3110b6f,Top,Top!
752d6729f1d725fffda68151f3756b6b,army watch,"excellent product, great quality and fast delivery! I definitely recommend !!!"
47c0f6c7a5dd0fc61c5b46f6f747230c,I recommend,Delivery on time
063fd5dae9d4eeb11acd9f8d3822b7f1,I highly recommend,the product is exactly as shown on the website. Super practical and resistant for what is indicated. Delivery was made well before the stipulated time.
1665c5e07e2717f9d64744a7813faaa0,Very good,"Fast delivery, beautiful product as described on the website, but only the sheet arrived, the bed skirt has not yet arrived."
e6c768c7b438c03b8e0a22ab51325807,compliments,Excellent
d2ff8d63f68ef521f25f87f61071fb93,Thank you very much,Congratulations
bf23fa2a7ac5f0453d600376346ae330,Beautiful backpack. I recommend it,"Product arrived before the deadline, very fast it came according to the announcement ... my son loved it"
cef4b2d097a809d9b398ecbc2a7ea1b8,Excellent,Everything perfect
16b2d15604cf414f463ac1558d48423f,Great,"Great product, but the part to put the CNH in had to be a little bigger so that it can be placed with the plastic that comes with it, taking that out of there, everything else ok and thank you!"
c28429139ae29bd7add0cfcfc9bb978b,super nominate,very good everything arrived on time
c26b6df817496dec9356ec34768f8b85,I do not recommend,"I received the sealed box, but the watch box was empty. I looked for a reliable site to buy my watch and ended up getting an empty box. This is nonsense."
70d81a9e4d91e67dd9bd3edfc9174f63,Excellent,Excellent
1bbfd50bad517dbeb993926d510272b5,Excellent,Excellent
338fd61dcebeeb674c7097af322d1ef5,I recommend,"Correct seller, I received the product before the scheduled date, nothing to complain about."
cc79f9048fcc271643166b8db448db5f,EXCELLENT,EXCELLENT
beecf37b771d454e30c725564654c50e,Terrible attendance,"The product took approximately 50 days to be delivered. In addition, they sent me a product from another model, totally different from what was advertised. RUN away from the targaryen partner."
f82da587c1ecea1ad2fc609414d133e5,Very fast delivery.,"Very fast delivery, product as described."
13be730f8439967abc1a770406f2b376,Excellent product,Excellent product. Highly recommended.
f5e58f641f22f422a0f0abf47321e722,Faulty Product!,"Product came damaged / broken, they didn't give me a ball, because I didn't complain in 7 days..."
c593edde6a6642f89313c4050a94c814,Good product,Quality product. Only the delivery made through the Post Office took more than 30 days.
5db31cd43a1d7254dd3bbc466a618e12,different than expected,"It has a good magnification, but it's still not what I'm looking for, because you have to stay very close, you have to almost touch the object you are observing."
2d482ea65c1e7495e4ef4226d0a33013,Terrible attendance.,"The mascara was supposed to arrive on August 24, 2018 and so far nothing. I sent an email and was asked 48 hours for a response. The delivery time is already long and still delays. Total disregard."
9d3cc513c00b63db3acc198f2e112636,I recommend,Delivery before the expected time.
ac2f30d1abe1b0de00cb14bdd582c84b,Careful! Misleading advertisement!,"This company did a promotion, discounted it from my card and then didn't have the product to send! If it weren't for later, I wouldn't know anything...
I got really hurt in this story!
Be careful!!!!"
db1893bcebe183686ed630b33a96ef0c,Fast delivery,Well packaged product. Very fast delivery. Very good!
4bbb2b339000f635e56a939f175e0244,Very beautiful.,Good product
c0087fcc040fe02965782b343246b757,excellent,very good
4f36981091e3130ec65810631a2701a5,Very good,Product delivered correctly and before the stated deadline.
3a0aa41ed5ae8a82cc1e0684a1f5bc55,excellent,great delivery process. highly recommend
c0af17e6955ddb20bae386287062569e,Excellent,All very well
e7d97d1db79c363bc73e96e2794c1ba5,mmm,I don't know why the sale was divided into two parts. Did not like. The part that fell to the L Ameicanas was not fulfilled.
90a2b9d0947bcda8fcff3ef754be4c4f,Great,"Very good, super fast delivery.
I recommend."
8383e00dd8ab8e91bbeb4bcf4d0a61fc,"Beautiful, as expected!",We love it and it fits perfectly on our sofa.
e78ec40a5e352effabc89c3e37b88bfb,HIGHLY RECOMMEND,PRODUCT ARRIVED ON TIME AND I RECOMMEND OTHER PURCHASES
7d409a6ed1ddf65f5da3337d0f053625,Very good,Great service I recommend the product already installed and it is working very well product meets expectations
1e50ddb7864b1a9b8429ea51580a4681,inferior product,"Product well below the images, the grass came all shredded and loosening the fibers !!!
I just didn't return it due to the urgency of using it."
261d4315948c7cc41ee46207707ae003,I don't recommend anymore,"I always bought in Lannister stores, but this time my product was missing one. And when I call, he doesn't answer, it's just a message. AND WITH THIS I AM WAITING AND I CANNOT USE THE DRUG. what price"
8090efcb22d6a077e3b2307f8bcb7a31,Excellent,"Despite having arrived with a defect, I was very well attended and the problem quickly resolved, thank you immensely!"
7ea579eb98881a4d2a6e7baedc3d9ff0,INCOMPLETE PRODUCT,"I bought a kit + accessory, I only received a control unit and a control

see what was in the purchase distribution and see what's missing
4 Xas 4000 Magnetic Sensors 1 Alarm Center Siren 1 Battery"
8ccb6f10802a0a4341f9a339cdc7f715,receipt not the product,"I was not satisfied with the quality of the product, the pan leaks a lot of steam and water during cooking."
77d8093cee2d61eda791a9ccdaf7cb19,Failed to translate,Excellent
576c40609ca0080b32e4870b1c89f4a8,Failed to translate,I just thought this wallet model was great.
b92a315c46b65207f0755d75cfea5305,great result,the cover is very good but the film is horrible
44d41a4e0aa89df39fcdcd82fbc6b32e,top partner,Very fast in delivery. Product well packaged and as advertised.
bf7f106887d2f1c233fb3ac758e5c663,very good,"The product came well packaged and correct, arrived before the expected time. I always buy and buy from stark and I recommend it."
038a022b01239ce2ebdf97ecb2aa2f99,I recommend,The product is very good
9678fb3a89a5bf33d1ef44c90d28d982,Did not arrive,the product never arrived
1c903c1e01aa443710d5b31858066410,shit,I bought a pillow for the baby to take a bath I paid 100 now I get an invoice of 75 reais I want to know who is going to return my money because with an American you don't know where to complain about garbage from the store
abf19a4a580492f45c5a65741c565e57,in doubt,"I await the outcome of the case, for evaluations"
d765064065d3c324c90f7e24ed6e0d12,incomplete delivery,I bought 2 items...a hammock and a table with 2 children's chairs. I only received the hammock.
042eb5306193dafd3f609366a04b09b0,Failed to translate,we are together and mixed.
68cb286743b81e363127f87b13ebd5c6,Lack reliability,Unreliable
50bc312af328ce91d50fb9ddc14b11ed,Great,"I really like to buy at Lannister, for the quality in the delivery of the products, I recommend you can trust"
d03d0d6dd3bfa65212e1f12ae7c0de8e,Defective product,"The product came with a defect and it was not possible to exchange it, as there was no way to replace it."
82ea9d034d5a4d4aa7956fab94b60e3c,Product not delivered,It's been a long time since the stipulated deadline and I still haven't received the product
4f51e9d747b33b9197a4f6522ab95e37,Very good,"Very fast delivery, I just had a problem with the post office because they delivered my products on different days."
4527f0cac18452f38a7cd061a2ef87b4,terrible,I paid for 2 units of the product and only received one.
68c3385b4bb41af5847346c3552ba744,Product exchange.,I need to change the glasses because they came wrong. The product I ordered was 2 Philips Walesa blender cups code RI 2044 in BLACK color and others came.
f0f0e4b014b947280709107cd4785ab8,Surprising,"The quality of the cube for the price impressed me, I highly recommend it"
027816b74a0cba9ce961d8be5dae3472,wrong product,Did not deliver the correct product
3a431b49b1cb1d46fe74d7ae14124c6b,efficient delivery....,very efficient...
1f1a360d7e328fbdc81dd42416edb186,Cool,It will be very useful.
3cda01b6a2349ac9c88a9ab410eb2534,unsatisfied,"I do not believe that I received the product exactly as I imagined it, because the illustrative image contained a cover for the thermos, which did not come with the product, I did not buy it in another cheaper store"
364e28456256ce68634e39ec62b4c4a6,Very good,Very good seller
42aa5276ac3a6ea079a3a04fc3fd2358,Failed to translate,I didn't receive the product
db398c0ddf7b63f9ec7e07a246940d4b,Not recommended,Missed delivery date.
65b2d00dbbb7dc5e4b16070d961e6e44,I recommend,"Super quiet purchase, good price and delivery before the deadline."
9e350c832c39e90d16db114b1287fd5e,Very good product note 8,My opinion is that I can recommend without fear of making a mistake thanks for the delivery even before the deadline a week in advance
6159689061e8996b3c8b7b6fcd9f1f95,highly recommend,"Delivered the product earlier than expected, everything was perfect within what we expected"
19ba2a9bf1d383fd7c6bfbda4838c066,better than expectation,"The product is very good, corresponds to the advertised and the shipment was very fast."
d5613f8675ad0c3eaf8a36d49de0f472,I still haven't received the product,I still haven't received the stool. As for the blankets. Everything perfect.
75eb1fb8a53fd606fe1837f0feaf6c51,highly recommend,thanks
49fb2b7a0040c61f9883a237aec88ec6,Very good.,All good. 100%
437934b3f4e53e8b5aa77f5b5b0eb1b9,good,Even before this purchase it was correct
ef0351ca715812159f7f5dc8528d9027,All very well,All very well
6b4c6d0141e08ab4ee0aefc8409803e5,I do not recommend,I do not recommend because I received the wrong product.
71475083432a096cb1301343ba215977,Excellent,"I received the product before the deadline, everything is fine! Product quality is very good."
aa9f8093ec9cac777061ee7b84a696da,inferior product,"I always buy on the website and it comes with good material but this one came very bad, it looks like a sheet so thin, the print came as in the photo but the material left something to be desired, I bought 2 still thinking it was good."
3511273e364ebeb6fdade065ad1749c8,GOOD,OK
161441ca236a1b11071133a685acaf25,still not delivered,they just didn't deliver and didn't even give any satisfaction
8ed67e9ea55dae541143bd9590673301,I approve,Product delivered ahead of schedule.
5763c4c80bb958960d2d9091dd3dd86e,drinking fountain,I really liked! Soon I will acquire the larger volume! Congratulations!
92d0a7db40961be58f83012ee324e8b0,great rating,"I really enjoyed the service, as always I was well attended!"
526f66ea0526fe0a9f4240de16707b6e,Good,Very good
c4c882e0db27230f1e53b648291cef1e,excellent service,Product was delivered correctly and before the established deadline. Great quality.
93ac72f25c99a0ddf8d85e6ba92b2fdf,Merchandise,"I bought it and received it in the arrangement, nothing to complain about, I definitely recommend at jose"
a1fd98df55e85f2b613a9fa7222bc306,excelnet,Beautiful product and the supplier delivered on the established date.
913debe62cff705bc4359db9c863dae5,I recommend it to everyone,Excellent. Deliver bam before contracted deadline
ac4fb82453021f89d2c70b2fe208f92c,I only received one product,The single coberdron product was missing.
8402f720969123b5c03bf6a0fc7a4981,40,"Very good product, but fabric inferior to what I imagined. Great size and arrived much earlier than expected. It was just a little low in the quality of the fabric. I recommend and will buy again."
dec47f96432fc0ade5e0c1d1c50fa157,I did not receive my product,"Companies that work with couriers have a great disregard for their customers, as this ""carrier"" has no respect for anyone."
0958c4f37968fdb5eaa59a896bfce175,Excellent,They are to be congratulated
71b6617ad10ae28b57c73847913d733e,Excellent,Excellent product. It arrived before the deadline. I recommend! Congratulations! ?
4df479b974b39f4bc67827b848d39613,satisfaction with the service,very satisfied with the service provided
8bbf22e74821dbab8a1177988c3870e1,product not received,"Good afternoon

I received the eva rug and did not receive the authentic games doll.

How do I do??"
f07c420c02b8609f44c21525ad47a503,satisfactory,I loved it...delivered before the deadline.Thank you!
1b45db4cfd863c10fb4e7a0fd0d46177,I loved,"All right, well packaged, beautiful hat!"
65b9e4853b2d8fba311ecf103a48701d,Good,"I like it, it arrived very quickly"
27a1981a2d92c8606e61c842c3bbc9cf,highly recommend,VERY GOOD PARTNERS FULFILL WHAT YOU REALLY WANT WITHOUT WRITING AND BEFORE THE DEADLINE GRADE 1000
dd84639be0db257c7a01385587b2f6fb,Grade 10,"In addition to the expected cool toy, my son liked it very much, the delivery goes without saying, it was delivered well before the stipulated time."
8377cd2f7bb3af970f9ffc2c4197a846,I recommend,Good product
19af0595fd70818384dafe29191748d7,good,"very correct, but my choice for the product was wrong"
266d46166f2642011b1909c9d4cd779d,the colors do not match,"I bought the product by the color illustrated by the website of the American store, on the website it shows to be black http://prntscr.com/jkx7hr when the product arrived here they all came with the same color, tobacco http://prntscr.com/"
7f53598298ef4f47dcc7e08ee111bec9,everything is OK,everything is OK
fa3159a1b8a8b104d5c618855bea5ddd,I recommend,Very good.
d0c668505fa50ff38b8aab036ae92fb0,Good product,"The towels are really not thick, but they are big and pretty. For daily use I liked it."
60af977ed998d3901e13f632b5327d82,highly recommend,Excellent product and delivery
de5e61a99cef63252fab2bb66464c0f9,Very good,Product received before the established deadline
630e7144e10763a00c69657ef00f6141,cheap mouse,Mause cheap and good great recommend
cc99260255d769a842b188df75283fe5,Good,"The printer says they are fake cartridges, but the print is normal. I don't know if they are really original."
b56ec94fe1015ee71f6924dcba0d3b33,Perfect!,"If you tell, no one believes! The cover arrived BEFORE the smartphone, both were purchased on the same day, but Lannister has not even issued the invoice yet."
b3b4ba30f4ff674b60b53cbb408ad037,New and original product,"Product came well sealed, all original."
d71da8fd8c6e3adef26be965f065b8a1,It is worth it,"I really loved the eyeliner, it's really black and I just used the one from Mac and seriously the one from Belle Angel surprised me because I thought that because it was cheap it would be bad but it's NOT... the only problem is that it's small"
4cc4198a3f0546d3c760cf526f9e2787,congratulations lannister.com,"Any product I buy from you, I receive it within the deadline and with the qualifications. Keep it up. It is the seriousness of the work that will make Brazil a country of excellence in the provision of services."
3671a38d2a38eed803a9b106371d08b2,I received defective product,I received the defective product! How to proceed to return? I await guidance.
dd461c0e9d64bcd8fdf97aecdd6e9471,I recommend the store,I received the product well packaged and on time! I recommend the store!!
